<<<<<<< HEAD
kills,rand,cum_sum,mean
10,0.012045078235766615,1347,5.566115702479339
8,0.012211464179850973,1355,5.576131687242798
3,0.012213097616293078,1358,5.565573770491803
0,0.012241118441859045,1358,5.542857142857143
3,0.012342722006841611,1361,5.532520325203252
9,0.012462432283881886,1370,5.5465587044534415
8,0.012472258421874383,1378,5.556451612903226
13,0.01252082450462666,1391,5.586345381526105
4,0.012530573616942542,1395,5.58
3,0.01253301790848449,1398,5.569721115537849
1,0.012546735574249235,1399,5.551587301587301
2,0.01256932465806071,1401,5.537549407114624
6,0.012734627048311742,1407,5.539370078740157
7,0.012796061219423893,1414,5.545098039215686
3,0.012829575080365752,1417,5.53515625
8,0.012861123185941348,1425,5.544747081712062
6,0.01294680910947299,1431,5.546511627906977
11,0.012977738150036444,1442,5.5675675675675675
0,0.013000652211855646,1442,5.546153846153846
0,0.013018049155451683,1442,5.524904214559387
1,0.013086635674526725,1443,5.50763358778626
1,0.013190089220539103,1444,5.490494296577947
5,0.0132492774375369,1449,5.488636363636363
20,0.013357903072162114,1469,5.543396226415094
9,0.0134115437112583,1478,5.556390977443609
1,0.01342784333766267,1479,5.53932584269663
5,0.013432773789020858,1484,5.537313432835821
9,0.01349022528142596,1493,5.550185873605948
7,0.013528246149171141,1500,5.555555555555555
19,0.01357881103738423,1519,5.605166051660516
11,0.013589488411373196,1530,5.625
5,0.013600673796408391,1535,5.622710622710622
3,0.0136185417353899,1538,5.613138686131387
7,0.013629685267666058,1545,5.618181818181818
1,0.013655792839441627,1546,5.601449275362318
7,0.013713416556228264,1553,5.606498194945848
1,0.01371820588087469,1554,5.589928057553957
14,0.013740541234583792,1568,5.620071684587813
12,0.01375206634417081,1580,5.642857142857143
2,0.013756949974936483,1582,5.629893238434164
3,0.013785154082433304,1585,5.620567375886525
0,0.013905867053968235,1585,5.6007067137809186
4,0.01394205241943014,1589,5.595070422535211
5,0.013964526101300723,1594,5.5929824561403505
4,0.01402086003374492,1598,5.5874125874125875
3,0.014026592837866225,1601,5.578397212543554
15,0.014092719564453682,1616,5.611111111111111
4,0.014096037147196316,1620,5.6055363321799305
9,0.014121040097824444,1629,5.617241379310345
2,0.014270495001691752,1631,5.6048109965635735
0,0.014353140132733144,1631,5.585616438356165
0,0.014487186628063808,1631,5.566552901023891
5,0.01449971437264197,1636,5.5646258503401365
7,0.014511543852090414,1643,5.569491525423729
2,0.014571171001940941,1645,5.5574324324324325
4,0.014576615329238929,1649,5.552188552188552
8,0.014703266711466711,1657,5.560402684563758
13,0.014749782428765457,1670,5.585284280936455
10,0.014766016691078576,1680,5.6
12,0.015079845237493839,1692,5.621262458471761
1,0.015163078582992373,1693,5.605960264900662
5,0.015199143253546876,1698,5.603960396039604
2,0.01521697533667421,1700,5.592105263157895
11,0.015326311050022134,1711,5.609836065573771
4,0.015395177689809025,1715,5.604575163398692
8,0.015542118432689156,1723,5.612377850162867
0,0.015627990343505482,1723,5.5941558441558445
7,0.015693228330025732,1730,5.598705501618123
9,0.0157270038246049,1739,5.609677419354838
14,0.015752381426746398,1753,5.636655948553055
12,0.015875014107696983,1765,5.657051282051282
11,0.01588900938268689,1776,5.674121405750799
3,0.015907354735931856,1779,5.665605095541402
2,0.015911131051744576,1781,5.653968253968254
4,0.015955694549703914,1785,5.64873417721519
1,0.016062985632394944,1786,5.634069400630914
20,0.01609984747181259,1806,5.679245283018868
4,0.016137207373097873,1810,5.673981191222571
1,0.016148261835020383,1811,5.659375
8,0.016152058357374766,1819,5.666666666666667
1,0.016188968907368984,1820,5.6521739130434785
6,0.01619238786654531,1826,5.6532507739938085
0,0.016270407600479042,1826,5.635802469135802
11,0.016270457144186512,1837,5.6523076923076925
3,0.0162909261298384,1840,5.644171779141105
14,0.01629998843252156,1854,5.669724770642202
8,0.01631739865365145,1862,5.676829268292683
3,0.016323244308360962,1865,5.668693009118541
11,0.01636525042038084,1876,5.684848484848485
14,0.016401998312174593,1890,5.709969788519637
11,0.016411259132530942,1901,5.725903614457831
2,0.016450605154831988,1903,5.714714714714715
12,0.0164640340976433,1915,5.733532934131737
8,0.016479999814742685,1923,5.740298507462686
1,0.016580344923504464,1924,5.726190476190476
9,0.016643696691175158,1933,5.735905044510385
11,0.01665346173752491,1944,5.7514792899408285
19,0.016667909892005173,1963,5.790560471976401
2,0.01673463819518961,1965,5.779411764705882
17,0.016781803867873646,1982,5.812316715542522
6,0.01686108895174432,1988,5.812865497076023
3,0.016863550423554585,1991,5.80466472303207
5,0.0168963431589223,1996,5.8023255813953485
2,0.016911811049358905,1998,5.791304347826087
14,0.016916869882179997,2012,5.815028901734104
3,0.016936802624705538,2015,5.806916426512968
6,0.017216676948338283,2021,5.807471264367816
5,0.017327388571066082,2026,5.80515759312321
4,0.017327801258604336,2030,5.8
2,0.017337270347314804,2032,5.789173789173789
5,0.017437160139314734,2037,5.786931818181818
1,0.01746829325899324,2038,5.7733711048158645
6,0.017613983293543467,2044,5.7740112994350286
0,0.017650860212652275,2044,5.75774647887324
4,0.01765213866994564,2048,5.752808988764045
1,0.017725530971598347,2049,5.739495798319328
7,0.017834562002873366,2056,5.743016759776537
5,0.017836121863277432,2061,5.740947075208914
17,0.0179370971095556,2078,5.772222222222222
6,0.01805091959814542,2084,5.772853185595568
3,0.018052829766817324,2087,5.765193370165746
5,0.01808162388626766,2092,5.763085399449036
11,0.01813149319513574,2103,5.777472527472527
3,0.01816990390750428,2106,5.76986301369863
0,0.018264593952376007,2106,5.754098360655738
0,0.018284906275868207,2106,5.73841961852861
6,0.01828984778259779,2112,5.739130434782608
8,0.018332993124873576,2120,5.745257452574526
9,0.0183892249221016,2129,5.754054054054054
9,0.01839039553427424,2138,5.762803234501348
6,0.01850595681552325,2144,5.763440860215054
2,0.01851700610614626,2146,5.753351206434316
0,0.01861872023979938,2146,5.737967914438503
1,0.018677426473141412,2147,5.725333333333333
7,0.01873684091890293,2154,5.7287234042553195
2,0.018791441593484226,2156,5.718832891246684
5,0.018817079885108723,2161,5.716931216931217
0,0.018835754926640025,2161,5.701846965699208
4,0.01885413098658295,2165,5.697368421052632
6,0.018856121617202626,2171,5.698162729658793
1,0.01892807567617183,2172,5.68586387434555
2,0.018980673898351563,2174,5.676240208877284
27,0.019025280058168614,2201,5.731770833333333
4,0.019061024959951878,2205,5.7272727272727275
0,0.019213135997734443,2205,5.712435233160622
5,0.019286537663682046,2210,5.710594315245478
2,0.019362377183324675,2212,5.701030927835052
9,0.019375340959855603,2221,5.709511568123394
7,0.019379974375994258,2228,5.712820512820513
3,0.019388462550544272,2231,5.705882352941177
4,0.019444660888004228,2235,5.701530612244898
2,0.019453837530576612,2237,5.692111959287532
3,0.019486293026293344,2240,5.685279187817259
3,0.019503641693034424,2243,5.678481012658228
5,0.019654121894380427,2248,5.6767676767676765
1,0.019664930682165904,2249,5.664987405541562
9,0.01967926063626979,2258,5.673366834170854
5,0.01969673294672769,2263,5.671679197994988
15,0.019729529236142462,2278,5.695
7,0.019779443888085613,2285,5.698254364089776
4,0.0198111612614158,2289,5.6940298507462686
9,0.01982506342864787,2298,5.702233250620347
14,0.01999306926547073,2312,5.7227722772277225
0,0.02001411461574576,2312,5.708641975308642
13,0.020024749204910708,2325,5.726600985221675
2,0.020113413690977522,2327,5.717444717444717
2,0.020138888298625313,2329,5.708333333333333
16,0.020167058545052186,2345,5.733496332518337
4,0.02021975261226605,2349,5.729268292682927
13,0.020241446230926163,2362,5.746958637469587
4,0.020333333119882058,2366,5.742718446601942
2,0.020343691951369758,2368,5.733656174334141
0,0.02040251095733936,2368,5.719806763285024
4,0.020424720655000228,2372,5.715662650602409
9,0.02051286967686461,2381,5.7235576923076925
1,0.020539230504661443,2382,5.712230215827338
13,0.02059412165072494,2395,5.729665071770335
6,0.020598213083734995,2401,5.730310262529833
5,0.0207998460415737,2406,5.728571428571429
5,0.02083123045154911,2411,5.726840855106889
7,0.02085444484812804,2418,5.729857819905213
7,0.020963102725327865,2425,5.732860520094563
1,0.02106261975118706,2426,5.721698113207547
7,0.02116151766918839,2433,5.724705882352941
0,0.021175022209003025,2433,5.711267605633803
4,0.021222720532333428,2437,5.707259953161593
14,0.021227478638322195,2451,5.7266355140186915
0,0.021273118561300097,2451,5.713286713286713
1,0.021305387374382256,2452,5.702325581395349
11,0.02133395309423025,2463,5.7146171693735495
7,0.0213350543838573,2470,5.717592592592593
5,0.021377548784195177,2475,5.715935334872979
2,0.021467491535267502,2477,5.707373271889401
6,0.02151229954537448,2483,5.708045977011494
11,0.021747952890813438,2494,5.720183486238532
6,0.021764293400601042,2500,5.720823798627002
7,0.02179640034073771,2507,5.723744292237443
15,0.021917089134407153,2522,5.744874715261959
12,0.021917872765111146,2534,5.759090909090909
4,0.021938395098491048,2538,5.755102040816326
11,0.02198449929735813,2549,5.766968325791855
2,0.022191411893958346,2551,5.758465011286682
1,0.022253345348551057,2552,5.747747747747748
7,0.02239108946251467,2559,5.750561797752809
7,0.022478664543466587,2566,5.753363228699552
6,0.022480075151278145,2572,5.7539149888143175
1,0.022504520116482296,2573,5.743303571428571
9,0.022537802742112256,2582,5.750556792873051
11,0.02257975468068929,2593,5.762222222222222
5,0.022594018039936548,2598,5.760532150776053
6,0.022615488683929597,2604,5.761061946902655
11,0.02273910410862212,2615,5.772626931567329
0,0.02280831888501733,2615,5.759911894273127
1,0.02285862990026344,2616,5.7494505494505495
10,0.02291719246388113,2626,5.758771929824562
4,0.02308716183080972,2630,5.75492341356674
2,0.023206631167920544,2632,5.746724890829694
8,0.0232306180919597,2640,5.751633986928105
10,0.023425998743484167,2650,5.760869565217392
3,0.023448884419741578,2653,5.754880694143167
1,0.023495220885854207,2654,5.744588744588745
3,0.023496264811889156,2657,5.7386609071274295
9,0.02368083339431082,2666,5.745689655172414
23,0.023713218044144724,2689,5.7827956989247316
6,0.023716436072152347,2695,5.783261802575107
10,0.02376253980298937,2705,5.792291220556745
7,0.023894701006551666,2712,5.794871794871795
10,0.023909210914273893,2722,5.803837953091684
6,0.02397925397030609,2728,5.804255319148936
16,0.024017976093191118,2744,5.825902335456475
5,0.024068154953738263,2749,5.8241525423728815
9,0.02408520286851412,2758,5.8308668076109935
17,0.02410709626043206,2775,5.8544303797468356
12,0.024150156260533406,2787,5.867368421052632
6,0.02420243016643986,2793,5.867647058823529
11,0.024235391818328234,2804,5.878406708595388
23,0.024286062059664437,2827,5.914225941422594
0,0.024342424371502802,2827,5.90187891440501
2,0.024433801086417684,2829,5.89375
6,0.024441767968335637,2835,5.893970893970894
3,0.02445785861972305,2838,5.8879668049792535
6,0.02446410607621463,2844,5.888198757763975
9,0.02450780415193876,2853,5.894628099173554
4,0.024551433394030875,2857,5.8907216494845365
0,0.02458381499708895,2857,5.878600823045267
4,0.024597693837633217,2861,5.874743326488707
23,0.024599620325668314,2884,5.909836065573771
2,0.024636993220395476,2886,5.901840490797546
1,0.024741552941843548,2887,5.891836734693878
11,0.02481982714118036,2898,5.902240325865581
1,0.024823815805507854,2899,5.892276422764228
1,0.024905601172676595,2900,5.882352941176471
7,0.024931602416470078,2907,5.884615384615385
3,0.024967417729533148,2910,5.878787878787879
2,0.025078478286930772,2912,5.870967741935484
1,0.02508864298579161,2913,5.861167002012072
1,0.02511951615573893,2914,5.85140562248996
6,0.025132477764870154,2920,5.851703406813627
2,0.02517535734945131,2922,5.844
6,0.02518349451255686,2928,5.844311377245509
11,0.02519940100359941,2939,5.854581673306773
5,0.025235603610036073,2944,5.852882703777336
0,0.025257206887329908,2944,5.841269841269841
0,0.02525739046419606,2944,5.8297029702970296
0,0.02531940519255782,2944,5.818181818181818
3,0.025327423828977125,2947,5.812623274161735
2,0.02537834155306351,2949,5.80511811023622
4,0.025432028333520207,2953,5.801571709233792
6,0.02544491002201399,2959,5.801960784313725
6,0.025472432302936387,2965,5.802348336594912
8,0.025528189275210833,2973,5.806640625
8,0.025598998415535035,2981,5.810916179337232
5,0.025599100240281558,2986,5.809338521400778
8,0.025607849575219555,2994,5.813592233009709
13,0.02563849422418185,3007,5.827519379844961
2,0.025693254023303025,3009,5.820116054158607
7,0.025700620621272208,3016,5.822393822393822
14,0.025714751238356204,3030,5.838150289017341
6,0.025812172020937885,3036,5.838461538461538
0,0.025929547571946543,3036,5.827255278310941
5,0.025932033107610164,3041,5.825670498084291
0,0.026064619113126408,3041,5.81453154875717
5,0.026071369420318513,3046,5.812977099236641
7,0.02616378392951868,3053,5.8152380952380955
4,0.02617516646908702,3057,5.811787072243346
1,0.026180255037837608,3058,5.802656546489564
2,0.026195752899402902,3060,5.795454545454546
9,0.02619624307685997,3069,5.801512287334593
5,0.026205410470353963,3074,5.8
6,0.02646173785302053,3080,5.800376647834275
3,0.02646278984381034,3083,5.795112781954887
10,0.02650556244481994,3093,5.803001876172608
7,0.026591892056710087,3100,5.805243445692884
0,0.026606354698067936,3100,5.794392523364486
6,0.026691982261871194,3106,5.794776119402985
8,0.02669599345555629,3114,5.798882681564246
6,0.026724664991259806,3120,5.799256505576208
10,0.026759342719864243,3130,5.807050092764379
9,0.026943660062576535,3139,5.812962962962963
3,0.026966917309554694,3142,5.8077634011090575
8,0.027022675817388486,3150,5.8118081180811805
7,0.02713149115577962,3157,5.813996316758748
0,0.027153451825488895,3157,5.803308823529412
11,0.027158573453987644,3168,5.812844036697248
6,0.0271672404286889,3174,5.813186813186813
0,0.02723840163428115,3174,5.802559414990859
8,0.027300900733558398,3182,5.806569343065694
0,0.027304714516880102,3182,5.795992714025501
0,0.027334320902790754,3182,5.785454545454545
0,0.02733695893714505,3182,5.7749546279491835
4,0.02757111091434461,3186,5.771739130434782
2,0.027776774883854327,3188,5.76491862567812
3,0.027797056023079247,3191,5.759927797833935
9,0.027889710066571927,3200,5.7657657657657655
2,0.02795636353213815,3202,5.758992805755396
0,0.027964121894958116,3202,5.7486535008976665
4,0.02797112007536484,3206,5.745519713261649
1,0.027979406204452384,3207,5.737030411449016
17,0.027990316638767943,3224,5.757142857142857
2,0.028062822052894565,3226,5.750445632798574
7,0.02816778763292571,3233,5.752669039145908
5,0.02816805767664421,3238,5.75133214920071
5,0.028211017585981102,3243,5.75
1,0.028252337566372576,3244,5.741592920353982
5,0.02834221279426996,3249,5.740282685512367
0,0.028474363918251866,3249,5.73015873015873
4,0.028513213828734285,3253,5.727112676056338
12,0.0285261369100841,3265,5.738137082601054
6,0.028558081158900794,3271,5.73859649122807
12,0.028598594164294333,3283,5.749562171628722
3,0.028612994962616156,3286,5.744755244755245
2,0.02863678205550768,3288,5.738219895287958
0,0.028770302100702527,3288,5.7282229965156795
9,0.028836099239333057,3297,5.733913043478261
2,0.02889231078709309,3299,5.727430555555555
10,0.02903216205993231,3309,5.734835355285962
0,0.029220139736023998,3309,5.724913494809688
0,0.02924111853890554,3309,5.715025906735751
2,0.029260486002039787,3311,5.708620689655173
13,0.02931142721584956,3324,5.721170395869191
1,0.029328353744420443,3325,5.713058419243986
8,0.02933623245617678,3333,5.716981132075472
9,0.029353441626494337,3342,5.722602739726027
0,0.029395215790564033,3342,5.712820512820513
2,0.02950566958307177,3344,5.706484641638225
1,0.029669642416038533,3345,5.698466780238501
3,0.029673917139344974,3348,5.6938775510204085
13,0.029719732505913532,3361,5.706281833616298
7,0.02973475969802608,3368,5.708474576271186
1,0.029759743711895603,3369,5.700507614213198
5,0.02987173138087329,3374,5.699324324324325
6,0.029877287003645114,3380,5.699831365935919
10,0.029901264840761943,3390,5.707070707070707
14,0.02994464973173694,3404,5.721008403361345
5,0.029964233445043287,3409,5.719798657718121
6,0.02997123894221243,3415,5.720268006700167
1,0.030034682310156713,3416,5.712374581939799
2,0.030038827023514347,3418,5.706176961602671
3,0.03005679360336777,3421,5.701666666666667
4,0.030075990019376553,3425,5.6988352745424296
24,0.03011085422684623,3449,5.729235880398671
2,0.030173927382055155,3451,5.723051409618574
16,0.030173959797192618,3467,5.740066225165563
3,0.03020920694078466,3470,5.735537190082645
1,0.030514036810311396,3471,5.727722772277228
7,0.030569632185100892,3478,5.729818780889621
0,0.0306053061676419,3478,5.720394736842105
9,0.03065254728969724,3487,5.725779967159277
8,0.030657582580218556,3495,5.729508196721311
15,0.03067857388799977,3510,5.74468085106383
6,0.030716517683020306,3516,5.745098039215686
6,0.03072497494371018,3522,5.745513866231648
6,0.03074086889387151,3528,5.745928338762215
8,0.0307535678221309,3536,5.74959349593496
13,0.030804473116875508,3549,5.761363636363637
9,0.030867054999816457,3558,5.766612641815235
7,0.030916532454808854,3565,5.768608414239482
9,0.030939669042466034,3574,5.773828756058158
8,0.03095994239063915,3582,5.77741935483871
6,0.031026331203152013,3588,5.777777777777778
0,0.031064347636926004,3588,5.768488745980707
9,0.031083235858126335,3597,5.773675762439807
3,0.03113292928713729,3600,5.769230769230769
0,0.03113991803986349,3600,5.76
3,0.031231672512290976,3603,5.755591054313099
5,0.03126119786768611,3608,5.754385964912281
6,0.03147205783388285,3614,5.754777070063694
0,0.03161388850222868,3614,5.745627980922099
3,0.031653079355438374,3617,5.741269841269841
7,0.031658324512453206,3624,5.743264659270999
0,0.03170733400038839,3624,5.734177215189874
2,0.031817491878476045,3626,5.728278041074249
0,0.031838443488050094,3626,5.719242902208202
12,0.03189503398442062,3638,5.7291338582677165
9,0.031905111355190696,3647,5.734276729559748
1,0.03195641912443692,3648,5.726844583987441
4,0.0320141297243145,3652,5.724137931034483
5,0.03207567493316543,3657,5.723004694835681
5,0.03210111066198351,3662,5.721875
5,0.032173567203858444,3667,5.720748829953198
5,0.0322769881051479,3672,5.719626168224299
